cell_id,sample_id,neuron_label,EGFP_Seq1_hi,dTomato_Seq2_hi,EGFP_dTomato_dual_hi,group
abhlfjgp-1,TMA00318,CGRP-Alpha,False,False,False,CGRP-Alpha
abibfego-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
abibjced-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
abicggbe-1,TMA00318,Adelta-LTMR,False,False,False,Adelta-LTMR
abigojfn-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
abjffcdf-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
abjhblng-1,TMA00318,Abeta-RA-LTMR,False,False,False,Abeta-RA-LTMR
abjocnnl-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
abjooegd-1,TMA00318,C-LTMR,False,False,False,C-LTMR
abkggead-1,TMA00318,Adelta-LTMR,False,False,False,Adelta-LTMR
abkiccgi-1,TMA00318,Abeta-Field,False,False,False,Abeta-Field
abklhnml-1,TMA00318,Abeta-Field,False,False,False,Abeta-Field
abkmfjke-1,TMA00318,C-LTMR,False,False,False,C-LTMR
abkmjbfe-1,TMA00318,C-LTMR,False,False,False,C-LTMR
ablfeakp-1,TMA00318,Sst,False,False,False,Sst
ablfghml-1,TMA00318,TrpM8,False,False,False,TrpM8
abliceoc-1,TMA00318,TrpM8,False,False,False,TrpM8
abljfamn-1,TMA00318,CGRP-Alpha,False,False,False,CGRP-Alpha
ablnidjc-1,TMA00318,Proprioceptors,False,False,False,Proprioceptors
ablogepa-1,TMA00318,Proprioceptors,True,False,False,Proprioceptors
abmiekfd-1,TMA00318,C-LTMR,False,False,False,C-LTMR
abmjlmah-1,TMA00318,CGRP-Zeta,False,False,False,CGRP-Zeta
abncaikb-1,TMA00318,Abeta-Field,False,False,False,Abeta-Field
abndjnpn-1,TMA00318,CGRP-Epsilion,False,False,False,CGRP-Epsilion
abnfadof-1,TMA00318,Sst,False,False,False,Sst
abnhdkoa-1,TMA00318,CGRP-Eta,False,False,False,CGRP-Eta
abnmhhbo-1,TMA00318,CGRP-Epsilion,False,False,False,CGRP-Epsilion
abnmjohg-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
abobbhch-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
abobnfod-1,TMA00318,CGRP-Theta,False,False,False,CGRP-Theta
aboboohn-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
aboegmlb-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
abofhgdo-1,TMA00318,C-LTMR,False,False,False,C-LTMR
aboibjej-1,TMA00318,TrpM8,False,False,False,TrpM8
aboifoni-1,TMA00318,C-LTMR,False,False,False,C-LTMR
abopdbin-1,TMA00318,C-LTMR,False,False,False,C-LTMR
aboplcnk-1,TMA00318,TrpM8,False,False,False,TrpM8
abpdloek-1,TMA00318,TrpM8,False,False,False,TrpM8
abpfdeap-1,TMA00318,CGRP-Alpha,False,False,False,CGRP-Alpha
abpfpkkn-1,TMA00318,CGRP-Alpha,False,False,False,CGRP-Alpha
abpgcndn-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
abpgjiap-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
acapcbfb-1,TMA00318,TrpM8,False,False,False,TrpM8
acbiebkl-1,TMA00318,TrpM8,False,False,False,TrpM8
acbkoehk-1,TMA00318,TrpM8,False,False,False,TrpM8
acblkdpc-1,TMA00318,CGRP-Eta,False,False,False,CGRP-Eta
acbohafh-1,TMA00318,CGRP-Eta,False,False,False,CGRP-Eta
acccdfle-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
accehine-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
acdamepi-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
acdfjmbb-1,TMA00318,Adelta-LTMR,False,False,False,Adelta-LTMR
acdjnike-1,TMA00318,CGRP-Beta,False,False,False,CGRP-Beta
acdmbcbj-1,TMA00318,C-LTMR,False,False,False,C-LTMR
acdpemml-1,TMA00318,TrpM8,False,False,False,TrpM8
acejjmjb-1,TMA00318,CGRP-Alpha,False,False,False,CGRP-Alpha
acenldkp-1,TMA00318,CGRP-Gamma 2,False,True,False,CGRP-Gamma 2
acfbopij-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
acfeanhj-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
acffokjl-1,TMA00318,CGRP-Theta,False,False,False,CGRP-Theta
acfhfcgd-1,TMA00318,CGRP-Beta,False,False,False,CGRP-Beta
acfihkgo-1,TMA00318,CGRP-Alpha,False,False,False,CGRP-Alpha
acfjhhfp-1,TMA00318,CGRP-Eta,False,False,False,CGRP-Eta
acfkoeoj-1,TMA00318,Adelta-LTMR,False,False,False,Adelta-LTMR
acfmheka-1,TMA00318,CGRP-Theta,False,False,False,CGRP-Theta
acfnfnbc-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
acgjbelf-1,TMA00318,C-LTMR,False,False,False,C-LTMR
acgjclcm-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
acgjmbim-1,TMA00318,CGRP-Eta,False,False,False,CGRP-Eta
acgkcjpe-1,TMA00318,C-LTMR,False,False,False,C-LTMR
acgljnba-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
acgmoneo-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
achgjdmh-1,TMA00318,CGRP-Zeta,False,False,False,CGRP-Zeta
achhkpfp-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
achilhdi-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
achkofda-1,TMA00318,CGRP-Eta,False,False,False,CGRP-Eta
achlfhke-1,TMA00318,C-LTMR,False,False,False,C-LTMR
acinjnja-1,TMA00318,TrpM8,False,False,False,TrpM8
acjblbna-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
acjookhn-1,TMA00318,Sst,False,False,False,Sst
ackamdep-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
ackcmdhm-1,TMA00318,CGRP-Eta,False,False,False,CGRP-Eta
ackekaoa-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
ackilakl-1,TMA00318,Abeta-RA-LTMR,False,False,False,Abeta-RA-LTMR
acklfimb-1,TMA00318,CGRP-Eta,False,False,False,CGRP-Eta
ackliecb-1,TMA00318,C-LTMR,False,False,False,C-LTMR
ackmpmgp-1,TMA00318,CGRP-Alpha,False,False,False,CGRP-Alpha
ackooddj-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
aclfjpdo-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
aclhepgo-1,TMA00318,CGRP-Eta,False,False,False,CGRP-Eta
aclkpnfe-1,TMA00318,Abeta-RA-LTMR,False,False,False,Abeta-RA-LTMR
acmaldbk-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
acmccmgf-1,TMA00318,CGRP-Zeta,False,False,False,CGRP-Zeta
acmckfob-1,TMA00318,C-LTMR,False,False,False,C-LTMR
acmedmmc-1,TMA00318,C-LTMR,False,False,False,C-LTMR
acmjlbpd-1,TMA00318,TrpM8,False,False,False,TrpM8
acmjnmfm-1,TMA00318,CGRP-Theta,False,False,False,CGRP-Theta
acmjpopc-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
acmlmmhf-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
acmpmhml-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,Nonpeptidergic nociceptors
acnbggdn-1,TMA00318,Adelta-LTMR,False,False,False,Adelta-LTMR
acncchpk-1,TMA00318,C-LTMR,False,False,False,C-LTMR
acnhlhfh-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
acnhomeg-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
acnjdfcp-1,TMA00318,CGRP-Eta,False,False,False,CGRP-Eta
acnjdlif-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
acnjgael-1,TMA00318,CGRP-Gamma 1,False,True,False,CGRP-Gamma 1
acocfepm-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
acocopgo-1,TMA00318,C-LTMR,False,False,False,C-LTMR
acodmnom-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
acoeacla-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
acolbeke-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
aconibld-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
acpakioh-1,TMA00318,TrpM8,False,False,False,TrpM8
acpdmhll-1,TMA00318,TrpM8,False,False,False,TrpM8
acpehfgd-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
acpenhhl-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
acpmkdda-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
adaghpkd-1,TMA00318,TrpM8,False,False,False,TrpM8
adaikbdp-1,TMA00318,TrpM8,False,False,False,TrpM8
adamdpoc-1,TMA00318,CGRP-Alpha,False,False,False,CGRP-Alpha
adampfgj-1,TMA00318,Abeta-Field,False,False,False,Abeta-Field
adapckdb-1,TMA00318,Abeta-Field,False,False,False,Abeta-Field
adbbolpa-1,TMA00318,Abeta-Field,False,False,False,Abeta-Field
adbcnhle-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
adbeihko-1,TMA00318,Abeta-RA-LTMR,False,False,False,Abeta-RA-LTMR
adccfnmg-1,TMA00318,CGRP-Gamma 1,False,False,False,CGRP-Gamma 1
adccjldn-1,TMA00318,Abeta-RA-LTMR,False,False,False,Abeta-RA-LTMR
adcckkmb-1,TMA00318,CGRP-Gamma 2,False,False,False,CGRP-Gamma 2
adcgblmc-1,TMA00318,Abeta-RA-LTMR,False,False,False,Abeta-RA-LTMR
adckhcgo-1,TMA00318,Abeta-Field,False,False,False,Abeta-Field
adcnjchp-1,TMA00318,Proprioceptors,False,False,False,Proprioceptors
addbflag-1,TMA00318,Adelta-LTMR,False,False,False,Adelta-LTMR
addchane-1,TMA00318,Proprioceptors,False,False,False,Proprioceptors
addghlec-1,TMA00318,CGRP-Eta,False,False,False,CGRP-Eta
addminkh-1,TMA00318,Abeta-Field,False,False,False,Abeta-Field
