cell_id,sample_id,neuron_label,EGFP_Seq1_hi,dTomato_Seq2_hi,EGFP_dTomato_dual_hi,group
adhfndea-1,TMA00318,TrpM8,False,False,False,none
adhlllhh-1,TMA00318,CGRP-Gamma 1,False,False,False,none
adhlnpme-1,TMA00318,CGRP-Gamma 1,False,False,False,none
adicdmkj-1,TMA00318,CGRP-Eta,False,False,False,none
adidhijf-1,TMA00318,C-LTMR,False,False,False,none
adidodlg-1,TMA00318,CGRP-Gamma 1,False,False,False,none
adiehjno-1,TMA00318,CGRP-Theta,False,False,False,none
adieiphf-1,TMA00318,TrpM8,False,False,False,none
adiemafa-1,TMA00318,TrpM8,False,False,False,none
adiffmoh-1,TMA00318,C-LTMR,False,False,False,none
adigfkod-1,TMA00318,CGRP-Beta,False,False,False,none
adigoojc-1,TMA00318,CGRP-Beta,False,False,False,none
adihclem-1,TMA00318,C-LTMR,False,False,False,none
adiiaeoc-1,TMA00318,CGRP-Gamma 1,False,False,False,none
adiinmcb-1,TMA00318,CGRP-Eta,False,False,False,none
adinfbbc-1,TMA00318,CGRP-Gamma 1,False,False,False,none
adinncen-1,TMA00318,TrpM8,False,False,False,none
adjgnaem-1,TMA00318,CGRP-Gamma 2,False,False,False,none
adjjlope-1,TMA00318,Abeta-Field,False,False,False,none
adjnnpni-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
adkbklgd-1,TMA00318,C-LTMR,False,False,False,none
adkhpajk-1,TMA00318,Proprioceptors,False,False,False,none
adkogopo-1,TMA00318,CGRP-Eta,False,False,False,none
adlmmekm-1,TMA00318,TrpM8,False,False,False,none
admbmbio-1,TMA00318,CGRP-Gamma 1,False,False,False,none
admhkcpa-1,TMA00318,TrpM8,False,False,False,none
admhkgpi-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
admjbomc-1,TMA00318,CGRP-Gamma 1,False,False,False,none
admjcbdd-1,TMA00318,CGRP-Alpha,False,False,False,none
adngjhgh-1,TMA00318,CGRP-Beta,False,False,False,none
adnhnigj-1,TMA00318,TrpM8,False,False,False,none
adnjikjo-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
adnkohcf-1,TMA00318,C-LTMR,False,False,False,none
adnkpako-1,TMA00318,CGRP-Eta,False,False,False,none
adnkpoig-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
adnmlfel-1,TMA00318,CGRP-Eta,False,False,False,none
adnoabag-1,TMA00318,C-LTMR,False,False,False,none
adocijoc-1,TMA00318,CGRP-Epsilion,False,False,False,none
adogeakc-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
adogmdip-1,TMA00318,CGRP-Eta,False,False,False,none
adonaeel-1,TMA00318,CGRP-Gamma 2,False,False,False,none
adoocikf-1,TMA00318,CGRP-Eta,False,False,False,none
adpaefbc-1,TMA00318,C-LTMR,False,False,False,none
adpbdmoi-1,TMA00318,TrpM8,False,False,False,none
adpglkip-1,TMA00318,C-LTMR,False,False,False,none
adpiodoj-1,TMA00318,C-LTMR,False,False,False,none
adpjfdhe-1,TMA00318,CGRP-Gamma 1,False,False,False,none
adplipdo-1,TMA00318,CGRP-Epsilion,False,False,False,none
adpmbpbi-1,TMA00318,TrpM8,False,False,False,none
adpmgehg-1,TMA00318,Abeta-RA-LTMR,False,False,False,none
adpmkopc-1,TMA00318,TrpM8,False,False,False,none
aeaafioa-1,TMA00318,TrpM8,False,False,False,none
aeadapca-1,TMA00318,TrpM8,False,False,False,none
aeadgemd-1,TMA00318,CGRP-Gamma 1,False,False,False,none
aeaeddci-1,TMA00318,CGRP-Beta,False,False,False,none
aeafhchm-1,TMA00318,Sst,False,False,False,none
aealnbba-1,TMA00318,C-LTMR,False,False,False,none
aebanjfn-1,TMA00318,Proprioceptors,False,False,False,none
aebaochm-1,TMA00318,C-LTMR,False,False,False,none
aebbaaho-1,TMA00318,CGRP-Epsilion,False,False,False,none
aebcccmj-1,TMA00318,C-LTMR,False,False,False,none
aebhmblc-1,TMA00318,C-LTMR,False,False,False,none
aeblnhnd-1,TMA00318,TrpM8,False,False,False,none
aebmndpo-1,TMA00318,CGRP-Gamma 1,False,False,False,none
aebocicb-1,TMA00318,CGRP-Eta,False,False,False,none
aebonbli-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
aecfegfn-1,TMA00318,CGRP-Alpha,False,False,False,none
aechifdn-1,TMA00318,CGRP-Eta,False,False,False,none
aecihaam-1,TMA00318,CGRP-Gamma 1,False,False,False,none
aecjcdkd-1,TMA00318,CGRP-Eta,False,False,False,none
aeclgdmf-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
aedkndbf-1,TMA00318,TrpM8,False,False,False,none
aedoclkk-1,TMA00318,C-LTMR,False,False,False,none
aeegcmjo-1,TMA00318,CGRP-Zeta,False,False,False,none
aeegoann-1,TMA00318,CGRP-Eta,False,False,False,none
aeelplce-1,TMA00318,CGRP-Gamma 1,False,False,False,none
aeemgekd-1,TMA00318,CGRP-Alpha,False,False,False,none
aeemhghj-1,TMA00318,TrpM8,False,False,False,none
aeenffej-1,TMA00318,TrpM8,False,False,False,none
aeeodgjl-1,TMA00318,CGRP-Alpha,False,False,False,none
aeepnbim-1,TMA00318,CGRP-Alpha,False,False,False,none
aehccoil-1,TMA00318,CGRP-Gamma 2,False,False,False,none
aeifodgk-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
aeimokjh-1,TMA00318,Sst,False,False,False,none
aejchoeb-1,TMA00318,CGRP-Alpha,False,False,False,none
aejfkcjn-1,TMA00318,Abeta-Field,False,False,False,none
aejjkdmm-1,TMA00318,TrpM8,False,False,False,none
aejknakl-1,TMA00318,CGRP-Gamma 1,False,False,False,none
aejnjobi-1,TMA00318,CGRP-Eta,False,False,False,none
aejpfjol-1,TMA00318,Abeta-Field,False,False,False,none
aekacmil-1,TMA00318,CGRP-Eta,False,False,False,none
aekbfnhg-1,TMA00318,Proprioceptors,False,False,False,none
aekdjaoi-1,TMA00318,CGRP-Gamma 2,False,False,False,none
aekeckef-1,TMA00318,CGRP-Gamma 1,False,False,False,none
aekhlagl-1,TMA00318,CGRP-Zeta,False,False,False,none
aeklclad-1,TMA00318,CGRP-Eta,False,False,False,none
aekomlkf-1,TMA00318,CGRP-Zeta,False,False,False,none
aelcbknf-1,TMA00318,Abeta-Field,False,False,False,none
aelgbgle-1,TMA00318,CGRP-Eta,False,False,False,none
aelojpli-1,TMA00318,TrpM8,False,False,False,none
aelpmlef-1,TMA00318,CGRP-Gamma 1,False,False,False,none
aembfofk-1,TMA00318,CGRP-Theta,False,False,False,none
aemdpkif-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
aemfdppc-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
aemgbagf-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
aenebjip-1,TMA00318,Abeta-Field,False,False,False,none
aeniehhk-1,TMA00318,CGRP-Eta,False,False,False,none
aenpcbna-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
aeofohge-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
aeojkmdh-1,TMA00318,CGRP-Gamma 1,False,False,False,none
aeokdpmp-1,TMA00318,CGRP-Epsilion,False,False,False,none
aeomlbpc-1,TMA00318,Abeta-Field,False,False,False,none
aeomphkf-1,TMA00318,TrpM8,False,False,False,none
aeononli-1,TMA00318,CGRP-Gamma 1,False,False,False,none
aepjmogp-1,TMA00318,Abeta-Field,False,False,False,none
aepkfdfo-1,TMA00318,CGRP-Eta,False,False,False,none
aepnheig-1,TMA00318,CGRP-Eta,False,False,False,none
aeppfiml-1,TMA00318,CGRP-Gamma 1,False,False,False,none
afaeklhf-1,TMA00318,CGRP-Eta,False,False,False,none
afafcjll-1,TMA00318,Adelta-LTMR,False,False,False,none
afahcnpg-1,TMA00318,C-LTMR,False,False,False,none
afbaagda-1,TMA00318,CGRP-Epsilion,False,False,False,none
afbclfhh-1,TMA00318,CGRP-Gamma 1,False,False,False,none
afbeeooh-1,TMA00318,CGRP-Gamma 2,False,False,False,none
afbelobe-1,TMA00318,CGRP-Gamma 1,False,False,False,none
afbfalph-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
afbgombm-1,TMA00318,CGRP-Gamma 2,False,False,False,none
afbipjjn-1,TMA00318,CGRP-Gamma 1,False,False,False,none
afblfdcc-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
afbmoeol-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
afbnookb-1,TMA00318,TrpM8,False,False,False,none
afbonfad-1,TMA00318,CGRP-Beta,False,False,False,none
afccejdc-1,TMA00318,CGRP-Gamma 1,False,False,False,none
afcckbpi-1,TMA00318,CGRP-Gamma 1,False,False,False,none
afcdljlp-1,TMA00318,CGRP-Gamma 2,False,False,False,none
afcfkoko-1,TMA00318,CGRP-Gamma 1,False,False,False,none
afcfpcib-1,TMA00318,CGRP-Alpha,False,False,False,none
afcgedap-1,TMA00318,CGRP-Gamma 1,False,False,False,none
afchblde-1,TMA00318,CGRP-Epsilion,False,False,False,none
afciadmb-1,TMA00318,CGRP-Gamma 1,False,False,False,none
afclcnpe-1,TMA00318,CGRP-Gamma 2,False,False,False,none
afcohkji-1,TMA00318,TrpM8,False,False,False,none
afcoicma-1,TMA00318,TrpM8,False,False,False,none
afcpgfdg-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
afdmdlib-1,TMA00318,TrpM8,False,False,False,none
afdmhifo-1,TMA00318,Abeta-Field,False,False,False,none
afdmihie-1,TMA00318,CGRP-Alpha,False,False,False,none
afdpfhai-1,TMA00318,CGRP-Alpha,False,False,False,none
afdpokoo-1,TMA00318,CGRP-Alpha,False,False,False,none
afeabjlm-1,TMA00318,TrpM8,False,False,False,none
afhdpapj-1,TMA00318,CGRP-Gamma 1,False,False,False,none
afhnjacl-1,TMA00318,CGRP-Alpha,False,False,False,none
afijnokl-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
afimjanj-1,TMA00318,CGRP-Gamma 1,False,False,False,none
afipdnec-1,TMA00318,CGRP-Beta,False,False,False,none
afipnghb-1,TMA00318,CGRP-Eta,False,False,False,none
afjfmcjm-1,TMA00318,CGRP-Gamma 1,False,False,False,none
afjgfhnj-1,TMA00318,TrpM8,False,False,False,none
afjionem-1,TMA00318,C-LTMR,False,False,False,none
afjkhecn-1,TMA00318,TrpM8,False,False,False,none
afkacfjg-1,TMA00318,TrpM8,False,False,False,none
afkelago-1,TMA00318,CGRP-Alpha,False,False,False,none
afkgmakn-1,TMA00318,TrpM8,False,False,False,none
afkhkkgg-1,TMA00318,CGRP-Epsilion,False,False,False,none
afkkneab-1,TMA00318,TrpM8,False,False,False,none
afkocabm-1,TMA00318,TrpM8,False,False,False,none
afkpagdg-1,TMA00318,TrpM8,False,False,False,none
aflafohh-1,TMA00318,CGRP-Eta,False,False,False,none
aflboajb-1,TMA00318,C-LTMR,False,False,False,none
aflbodhj-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
aflffagm-1,TMA00318,CGRP-Gamma 2,False,False,False,none
afmllahk-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
afmnebnn-1,TMA00318,Abeta-Field,False,False,False,none
afmoejoj-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
afnfjpka-1,TMA00318,CGRP-Epsilion,False,False,False,none
afnhjpii-1,TMA00318,CGRP-Zeta,False,False,False,none
afnhokcp-1,TMA00318,CGRP-Epsilion,False,False,False,none
afnlkhhi-1,TMA00318,TrpM8,False,False,False,none
afnnoind-1,TMA00318,CGRP-Eta,False,False,False,none
afnplngf-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
afnppnlg-1,TMA00318,CGRP-Gamma 2,False,False,False,none
afohlhdp-1,TMA00318,CGRP-Zeta,False,False,False,none
afoicbpc-1,TMA00318,Abeta-RA-LTMR,False,False,False,none
afomolnj-1,TMA00318,CGRP-Alpha,False,False,False,none
afpbgnei-1,TMA00318,Nonpeptidergic nociceptors,False,False,False,none
afpcegnc-1,TMA00318,C-LTMR,False,False,False,none
afpeglnk-1,TMA00318,CGRP-Theta,False,False,False,none
afpgdmhg-1,TMA00318,Adelta-LTMR,False,False,False,none
afphndka-1,TMA00318,Abeta-RA-LTMR,False,False,False,none
afpiimai-1,TMA00318,Adelta-LTMR,False,False,False,none
