cell_id,sample_id,EGFP_Seq1_hi,dTomato_Seq2_hi,EGFP_dTomato_dual_hi,group
aebocicb-1,TMA00318,False,False,False,none
aebonbli-1,TMA00318,False,False,False,none
aecfegfn-1,TMA00318,False,False,False,none
aechifdn-1,TMA00318,False,False,False,none
aecihaam-1,TMA00318,False,False,False,none
aecjcdkd-1,TMA00318,False,False,False,none
aeclgdmf-1,TMA00318,False,False,False,none
aedbodgi-1,TMA00318,False,False,False,none
aeddkkho-1,TMA00318,False,False,False,none
aedkndbf-1,TMA00318,False,False,False,none
aedoclkk-1,TMA00318,False,False,False,none
aeegcmjo-1,TMA00318,False,False,False,none
aeegoann-1,TMA00318,False,False,False,none
aeeinoba-1,TMA00318,False,False,False,none
aeejohpk-1,TMA00318,False,False,False,none
aeelplce-1,TMA00318,False,False,False,none
aeemgekd-1,TMA00318,False,False,False,none
aeemhghj-1,TMA00318,False,False,False,none
aeenffej-1,TMA00318,False,False,False,none
aeeodgjl-1,TMA00318,False,False,False,none
aeepnbim-1,TMA00318,False,False,False,none
aefcpoce-1,TMA00318,False,False,False,none
aefemfpo-1,TMA00318,False,False,False,none
aeffoifk-1,TMA00318,False,False,False,none
aehccoil-1,TMA00318,False,False,False,none
aehffeml-1,TMA00318,False,False,False,none
aehhjeno-1,TMA00318,False,False,False,none
aehmfkbm-1,TMA00318,False,False,False,none
aehmkinc-1,TMA00318,False,False,False,none
aehnkbin-1,TMA00318,False,False,False,none
aehnmmac-1,TMA00318,False,False,False,none
aehoioad-1,TMA00318,False,False,False,none
aeifodgk-1,TMA00318,False,False,False,none
aeimokjh-1,TMA00318,False,False,False,none
aejchoeb-1,TMA00318,False,False,False,none
aejfkcjn-1,TMA00318,False,False,False,none
aejjkdmm-1,TMA00318,False,False,False,none
aejkhobe-1,TMA00318,False,False,False,none
aejknakl-1,TMA00318,False,False,False,none
aejnjobi-1,TMA00318,False,False,False,none
aejpfjol-1,TMA00318,False,False,False,none
aekacmil-1,TMA00318,False,False,False,none
aekbfnhg-1,TMA00318,False,False,False,none
aekdjaoi-1,TMA00318,False,False,False,none
aekeckef-1,TMA00318,False,False,False,none
aekhlagl-1,TMA00318,False,False,False,none
aeklclad-1,TMA00318,False,False,False,none
aekomlkf-1,TMA00318,False,False,False,none
aelbhebb-1,TMA00318,False,False,False,none
aelcbknf-1,TMA00318,False,False,False,none
aelgbgle-1,TMA00318,False,False,False,none
aelojpli-1,TMA00318,False,False,False,none
aelpmlef-1,TMA00318,False,False,False,none
aembfofk-1,TMA00318,False,False,False,none
aemdpkif-1,TMA00318,False,False,False,none
aemfdppc-1,TMA00318,False,False,False,none
aemgbagf-1,TMA00318,False,False,False,none
aenebjip-1,TMA00318,False,False,False,none
aeniehhk-1,TMA00318,False,False,False,none
aenpcbna-1,TMA00318,False,False,False,none
aeofohge-1,TMA00318,False,False,False,none
aeojkmdh-1,TMA00318,False,False,False,none
aeokdpmp-1,TMA00318,False,False,False,none
aeomlbpc-1,TMA00318,False,False,False,none
aeomphkf-1,TMA00318,False,False,False,none
aeononli-1,TMA00318,False,False,False,none
aepjmogp-1,TMA00318,False,False,False,none
aepkfdfo-1,TMA00318,False,False,False,none
aepnheig-1,TMA00318,False,False,False,none
aeppfiml-1,TMA00318,False,False,False,none
afaeklhf-1,TMA00318,False,False,False,none
afafcjll-1,TMA00318,False,False,False,none
afahcnpg-1,TMA00318,False,False,False,none
afbaagda-1,TMA00318,False,False,False,none
afbclfhh-1,TMA00318,False,False,False,none
afbeeooh-1,TMA00318,False,False,False,none
afbelobe-1,TMA00318,False,False,False,none
afbfalph-1,TMA00318,False,False,False,none
afbgombm-1,TMA00318,False,False,False,none
afbipjjn-1,TMA00318,False,False,False,none
afblfdcc-1,TMA00318,False,False,False,none
afbmlgbn-1,TMA00318,False,False,False,none
afbmoeol-1,TMA00318,False,False,False,none
afbnookb-1,TMA00318,False,False,False,none
afbonfad-1,TMA00318,False,False,False,none
afccejdc-1,TMA00318,False,False,False,none
afcckbpi-1,TMA00318,False,False,False,none
afcdljlp-1,TMA00318,False,False,False,none
afcfkoko-1,TMA00318,False,False,False,none
afcfpcib-1,TMA00318,False,False,False,none
afcgedap-1,TMA00318,False,False,False,none
afchblde-1,TMA00318,False,False,False,none
afciadmb-1,TMA00318,False,False,False,none
afclcnpe-1,TMA00318,False,False,False,none
afcohkji-1,TMA00318,False,False,False,none
afcoicma-1,TMA00318,False,False,False,none
afcpgfdg-1,TMA00318,False,False,False,none
afdmdlib-1,TMA00318,False,False,False,none
afdmhifo-1,TMA00318,False,False,False,none
afdmihie-1,TMA00318,False,False,False,none
afdpfhai-1,TMA00318,False,False,False,none
afdpokoo-1,TMA00318,False,False,False,none
afeabjlm-1,TMA00318,False,False,False,none
afecocbn-1,TMA00318,False,False,False,none
affbahig-1,TMA00318,False,False,False,none
affekmfo-1,TMA00318,False,False,False,none
affhcfdb-1,TMA00318,False,False,False,none
affhclnj-1,TMA00318,False,False,False,none
afflmfil-1,TMA00318,False,False,False,none
afflpode-1,TMA00318,False,False,False,none
affoifdi-1,TMA00318,False,False,False,none
afgefaci-1,TMA00318,False,False,False,none
afgfaggb-1,TMA00318,False,False,False,none
afgfgdlg-1,TMA00318,False,False,False,none
afgldceh-1,TMA00318,False,False,False,none
afhdpapj-1,TMA00318,False,False,False,none
afhfopki-1,TMA00318,False,False,False,none
afhkbenc-1,TMA00318,False,False,False,none
afhlcink-1,TMA00318,False,False,False,none
afhnjacl-1,TMA00318,False,False,False,none
afiaapkn-1,TMA00318,False,False,False,none
afijnokl-1,TMA00318,False,False,False,none
afijnpij-1,TMA00318,False,False,False,none
afimjanj-1,TMA00318,False,False,False,none
afiopjne-1,TMA00318,False,False,False,none
afipdnec-1,TMA00318,False,False,False,none
afipnghb-1,TMA00318,False,False,False,none
afjcpodf-1,TMA00318,False,False,False,none
afjfmcjm-1,TMA00318,False,False,False,none
afjgfhnj-1,TMA00318,False,False,False,none
afjionem-1,TMA00318,False,False,False,none
afjkhecn-1,TMA00318,False,False,False,none
afkacfjg-1,TMA00318,False,False,False,none
afkcpnco-1,TMA00318,False,False,False,none
afkelago-1,TMA00318,False,False,False,none
afkgmakn-1,TMA00318,False,False,False,none
afkhkkgg-1,TMA00318,False,False,False,none
afkkneab-1,TMA00318,False,False,False,none
afkocabm-1,TMA00318,False,False,False,none
afkpagdg-1,TMA00318,False,False,False,none
aflafohh-1,TMA00318,False,False,False,none
aflbdjfe-1,TMA00318,False,False,False,none
aflboajb-1,TMA00318,False,False,False,none
aflbodhj-1,TMA00318,False,False,False,none
aflffagm-1,TMA00318,False,False,False,none
aflhbegb-1,TMA00318,False,False,False,none
afmllahk-1,TMA00318,False,False,False,none
afmnebnn-1,TMA00318,False,False,False,none
afmoejoj-1,TMA00318,False,False,False,none
afnahbig-1,TMA00318,False,False,False,none
afneficl-1,TMA00318,False,False,False,none
afnfjpka-1,TMA00318,False,False,False,none
afnhjpii-1,TMA00318,False,False,False,none
afnhokcp-1,TMA00318,False,False,False,none
afnlkhhi-1,TMA00318,False,False,False,none
afnnoind-1,TMA00318,False,False,False,none
afnplngf-1,TMA00318,False,False,False,none
afnppnlg-1,TMA00318,False,False,False,none
afohlhdp-1,TMA00318,False,False,False,none
afoicbpc-1,TMA00318,False,False,False,none
afoikeoi-1,TMA00318,False,False,False,none
afomolnj-1,TMA00318,False,False,False,none
afpbgnei-1,TMA00318,False,False,False,none
afpcegnc-1,TMA00318,False,False,False,none
afpeglnk-1,TMA00318,False,False,False,none
afpgdmhg-1,TMA00318,False,False,False,none
afphndka-1,TMA00318,False,False,False,none
afpiimai-1,TMA00318,False,False,False,none
afpiodek-1,TMA00318,False,False,False,none
afpkceng-1,TMA00318,False,False,False,none
afplodgc-1,TMA00318,False,False,False,none
afpomljd-1,TMA00318,False,False,False,none
agaagbeb-1,TMA00318,False,False,False,none
agadheik-1,TMA00318,False,False,False,none
agafggge-1,TMA00318,False,False,False,none
agaiidne-1,TMA00318,False,False,False,none
aganbead-1,TMA00318,False,False,False,none
agapemlb-1,TMA00318,False,False,False,none
agbalmak-1,TMA00318,False,False,False,none
agblnmlh-1,TMA00318,False,False,False,none
agbmjani-1,TMA00318,False,False,False,none
agbnplfe-1,TMA00318,False,False,False,none
agccomnb-1,TMA00318,False,False,False,none
agcdebgj-1,TMA00318,False,False,False,none
agcdfipi-1,TMA00318,False,False,False,none
agcgckmd-1,TMA00318,False,False,False,none
agcinkli-1,TMA00318,False,False,False,none
agciomnd-1,TMA00318,False,False,False,none
agcjmane-1,TMA00318,False,False,False,none
agcmepdj-1,TMA00318,False,False,False,none
agddheob-1,TMA00318,False,False,False,none
agdebhak-1,TMA00318,False,False,False,none
agdeidip-1,TMA00318,False,False,False,none
agdfijhk-1,TMA00318,False,False,False,none
agdmimhe-1,TMA00318,False,False,False,none
agedhddp-1,TMA00318,False,False,False,none
agelbonk-1,TMA00318,False,False,False,none
ageloanc-1,TMA00318,False,False,False,none
agencpde-1,TMA00318,False,False,False,none
ageoklpf-1,TMA00318,False,False,False,none
agephkmd-1,TMA00318,False,False,False,none
agfeneik-1,TMA00318,False,False,False,none
agfipbic-1,TMA00318,False,False,False,none
agfjhnfd-1,TMA00318,False,False,False,none
agfkboao-1,TMA00318,False,False,False,none
agfmimcj-1,TMA00318,False,False,False,none
agfnednn-1,TMA00318,False,False,False,none
aggakfbm-1,TMA00318,False,False,False,none
aggdiamm-1,TMA00318,False,False,False,none
agggnoal-1,TMA00318,False,False,False,none
aghblpna-1,TMA00318,False,False,False,none
aghkegmp-1,TMA00318,False,False,False,none
aghkgpai-1,TMA00318,False,False,False,none
agiafkjb-1,TMA00318,False,False,False,none
agibmgcl-1,TMA00318,False,False,False,none
agiehhej-1,TMA00318,False,False,False,none
agijdckn-1,TMA00318,False,False,False,none
agikfadm-1,TMA00318,False,False,False,none
agjcmiad-1,TMA00318,False,False,False,none
agjdgnfd-1,TMA00318,False,False,False,none
agjgimne-1,TMA00318,False,False,False,none
agjpdfjg-1,TMA00318,False,False,False,none
agkaenei-1,TMA00318,False,False,False,none
agkidbcj-1,TMA00318,False,False,False,none
agldbfgl-1,TMA00318,False,False,False,none
agldlmnp-1,TMA00318,False,False,False,none
agleeodc-1,TMA00318,False,False,False,none
aglhdmde-1,TMA00318,False,False,False,none
aglpcmbi-1,TMA00318,False,False,False,none
agmddcii-1,TMA00318,False,False,False,none
agmedcjn-1,TMA00318,False,False,False,none
agmhalln-1,TMA00318,False,False,False,none
agmmmdnh-1,TMA00318,False,False,False,none
agnaginj-1,TMA00318,False,False,False,none
ahbkigjp-1,TMA00318,False,False,False,none
ahgnklmi-1,TMA00318,False,False,False,none
ahgpmkfk-1,TMA00318,False,False,False,none
ahhhpgck-1,TMA00318,False,False,False,none
ahjchjpl-1,TMA00318,False,False,False,none
ahjoafhf-1,TMA00318,False,False,False,none
ahkdilnj-1,TMA00318,False,False,False,none
ahkdndcj-1,TMA00318,False,False,False,none
ahlndgol-1,TMA00318,False,False,False,none
ahmjdpcf-1,TMA00318,False,False,False,none
ahnagpfo-1,TMA00318,False,False,False,none
ahnbkhdg-1,TMA00318,False,False,False,none
ahndahjf-1,TMA00318,False,False,False,none
ahngkagn-1,TMA00318,False,False,False,none
ahnilfec-1,TMA00318,False,False,False,none
